timestamp,Price,PiCycle,RUPL,RHODL,Puell,2YMA,Trolololo,MVRV,ReserveRisk,Woobull,Confidence
2011-06-27,15.59,,0.8242,0.7836000000000001,0.7151000000000001,0.5954,0.7479,0.5311,,0.5778,0.6822
2011-06-28,17.01,,0.8243,0.7828,0.7004,0.6127,0.774,0.5317000000000001,0.8307,0.5977,0.7068
2011-06-29,16.93,,0.8205,0.7792,0.7145,0.6074,0.7708,0.5265000000000001,0.8364,0.5922000000000001,0.7059000000000001
2011-06-30,16.88,,0.8061,0.7061000000000001,0.7279,0.6028,0.7682,0.5088,0.8372,0.5876,0.6931
2011-07-01,16.51,,0.7913,0.7013,0.6853,0.5937,0.7594000000000001,0.49,0.8294,0.578,0.6786
2011-07-02,17.1703,,0.7908000000000001,0.7065,0.6755,0.6000000000000001,0.7702,0.488,0.8200000000000001,0.5862,0.6796
2011-07-03,15.53,,0.7916000000000001,0.7009000000000001,0.6675,0.5716,0.7366,0.4881,0.8218000000000001,0.5546,0.6666000000000001
2011-07-04,15.48,,0.7554000000000001,0.6796,0.6436000000000001,0.5678000000000001,0.7339,0.4475,0.8241,0.5513,0.6504
2011-07-05,14.48,,0.73,0.6699,0.5702,0.5486,0.7109000000000001,0.4217,0.7973,0.5293,0.6222
2011-07-06,12.8,,0.7748,0.6727000000000001,0.6345000000000001,0.5149,0.67,0.4675,0.7817000000000001,0.4921,0.626
2011-07-07,14.8,,0.776,0.6579,0.5856,0.5479,0.7145,0.4683,0.8145,0.5305,0.6369
2011-07-08,15.16,,0.7642,0.6474000000000001,0.636,0.5511,0.7205,0.4549,0.8132,0.5349,0.6403
2011-07-09,14.35,,0.766,0.6313000000000001,0.6081,0.5346000000000001,0.7013,0.4561,0.8006000000000001,0.5175000000000001,0.6269
2011-07-10,15.0285,,0.7698,0.6351,0.5882000000000001,0.5433,0.7143,0.4605,0.7982,0.5272,0.6296
2011-07-11,15.08,,0.7616,0.6321,0.6169,0.5414,0.7137,0.4515,0.7986000000000001,0.5258,0.6302
2011-07-12,14.37,,0.754,0.6146,0.5808,0.5269,0.6967,0.4431,0.7891,0.5105000000000001,0.6144000000000001
2011-07-13,14.15,,0.7521,0.6102000000000001,0.6588,0.5205000000000001,0.6900000000000001,0.4409,0.7798,0.5044000000000001,0.6196
2011-07-14,14.03,,0.7523000000000001,0.6103000000000001,0.5817,0.5159,0.6856,0.4408,0.7749,0.5002,0.6077
2011-07-15,13.93,,0.7469,0.605,0.6077,0.5117,0.6817000000000001,0.435,0.7712,0.4966,0.607
2011-07-16,13.9,,0.7441,0.6019,0.5956,0.5088,0.6793,0.4319,0.7631,0.4944,0.6024
2011-07-17,13.8685,,0.7311000000000001,0.5965,0.606,0.5061,0.6769000000000001,0.4188,0.7567,0.4921,0.598
2011-07-18,13.34,,0.7528,0.715,0.6114,0.4941,0.6628000000000001,0.4346,0.7431,0.4775,0.6114
2011-07-19,13.03,,0.7569,0.7138,0.5653,0.486,0.6535000000000001,0.4387,0.7457,0.4693,0.6037
2011-07-20,14.04,,0.7566,0.7309,0.5738,0.5024000000000001,0.6757000000000001,0.4363,0.7447,0.4873,0.6135
2011-07-21,13.69,,0.7546,0.7296,0.5762,0.494,0.666,0.434,0.7372000000000001,0.479,0.6088
2011-07-22,13.66,,0.7567,0.7307,0.5745,0.4913,0.6636000000000001,0.4357,0.7313000000000001,0.477,0.6076
2011-07-23,13.65,,0.7558,0.7298,0.5636,0.489,0.6616000000000001,0.4347,0.7284,0.4755,0.6048
2011-07-24,13.64,,0.7631,0.7307,0.6023000000000001,0.4867,0.6597000000000001,0.442,0.7235,0.4738,0.6102000000000001
2011-07-25,13.9268,,0.7635000000000001,0.6285000000000001,0.5997,0.4898,0.6647000000000001,0.4423,0.7248,0.478,0.5989
2011-07-26,14.2,,0.7591,0.6281,0.6121,0.4926,0.6692,0.4377,0.721,0.4818,0.6002000000000001
2011-07-27,13.91,,0.7585000000000001,0.5776,0.6071000000000001,0.4854,0.6609,0.437,0.7135,0.475,0.5894
2011-07-28,13.96,,0.7485,0.5907,0.5669000000000001,0.4844,0.6604,0.4266,0.709,0.4745,0.5826
2011-07-29,13.61,,0.7486,0.5913,0.5809000000000001,0.4762,0.6506000000000001,0.4266,0.6973,0.4665,0.5797
2011-07-30,13.51,,0.7486,0.597,0.5595,0.4725,0.6465000000000001,0.4267,0.6934,0.4631,0.5759000000000001
2011-07-31,13.53,,0.744,0.6422,0.5924,0.471,0.6453,0.4219,0.6898000000000001,0.4622,0.5836
2011-08-01,13.4317,,0.7341000000000001,0.6438,0.5678000000000001,0.4675,0.6413,0.4122,0.6824,0.459,0.5760000000000001
2011-08-02,13.17,,0.7093,0.6446000000000001,0.5308,0.461,0.6333000000000001,0.389,0.6715,0.4528,0.5615
2011-08-03,12.39,,0.5866,0.6437,0.4615,0.4448,0.612,0.2906,0.6512,0.4359,0.5158
2011-08-04,10.45,,0.6594,0.6328,0.4478,0.4011,0.5556,0.3454,0.5764,0.39,0.5011
2011-08-05,10.58,,0.6129,0.6257,0.4419,0.4031,0.5578000000000001,0.3092,0.6126,0.3925,0.4945
2011-08-06,10.27,,0.4214,0.6216,0.3145,0.3952,0.5466,0.1867,0.5833,0.3843,0.4317
2011-08-07,7.82,,0.5491,0.629,0.3767,0.3263,0.4572,0.2636,0.4935,0.3123,0.426
2011-08-08,7.72,,0.5062,0.6101,0.3729,0.3224,0.4513,0.2356,0.5441,0.3084,0.4189
2011-08-09,8.4901,,0.6306,0.6127,0.4538,0.3451,0.4802,0.3199,0.5187,0.3329,0.4617
2011-08-10,9.72,,0.6426000000000001,0.6113000000000001,0.4706,0.3779,0.522,0.3291,0.5775,0.3678,0.4874
2011-08-11,10.0,,0.6128,0.6104,0.4251,0.384,0.5295,0.3067,0.5815,0.3748,0.4781
2011-08-12,9.47,,0.6136,0.5861000000000001,0.413,0.3695,0.5102,0.3074,0.5626,0.3602,0.4653
2011-08-13,9.32,,0.6408,0.5834,0.4257,0.3645,0.5033,0.3278,0.5606,0.3555,0.4702
2011-08-14,9.8,,0.6756,0.5762,0.45,0.3759,0.5178,0.3556,0.5731,0.368,0.4865
2011-08-15,10.61,,0.6875,0.5673,0.4511,0.3945,0.5417000000000001,0.3657,0.5908,0.388,0.4983
2011-08-16,11.1825,,0.6813,0.5603,0.4821,0.4065,0.557,0.3608,0.5958,0.401,0.5056
2011-08-17,11.05,,0.6794,0.562,0.459,0.4024,0.5514,0.3596,0.5897,0.3973,0.5001
2011-08-18,10.88,,0.6747000000000001,0.5618000000000001,0.4703,0.3974,0.5447000000000001,0.3559,0.5862,0.3926,0.498
2011-08-19,10.9,,0.7046,0.5698,0.4628,0.3966,0.5436,0.3815,0.581,0.3924,0.5041
2011-08-20,11.4,,0.6966,0.5717,0.4964,0.4067,0.5564,0.3747,0.5971000000000001,0.4033,0.5129
2011-08-21,11.49,,0.6925,0.5696,0.5061,0.4075,0.5573,0.3712,0.5894,0.4048,0.5123
2011-08-22,11.38,,0.6755,0.5638000000000001,0.5086,0.404,0.5525,0.3571,0.5842,0.4018,0.5059
2011-08-23,11.03,,0.6753,0.558,0.4836,0.3951,0.5407000000000001,0.357,0.5712,0.3933,0.4968
2011-08-24,11.4743,,0.6733,0.5609000000000001,0.4418,0.404,0.5518000000000001,0.3554,0.5685,0.4028,0.4948
2011-08-25,10.94,,0.6081,0.5893,0.4075,0.3912,0.5346000000000001,0.3058,0.5647,0.3882,0.4737
2011-08-26,10.01,,0.5192,0.5740000000000001,0.386,0.3684,0.5042,0.2452,0.5281,0.3644,0.4362
2011-08-27,8.65,,0.583,0.6894,0.3498,0.3312,0.4553,0.283,0.4838,0.3233,0.4374
2011-08-28,8.63,,0.6083000000000001,0.6897,0.3486,0.3299,0.4528,0.3007,0.4969,0.3223,0.4436
2011-08-29,8.97,,0.6037,0.6908000000000001,0.3923,0.3389,0.4636,0.2977,0.5079,0.3317,0.4533
2011-08-30,8.93,,0.5951000000000001,0.6910000000000001,0.4018,0.3371,0.4605,0.2918,0.5039,0.3303,0.4514
2011-08-31,9.376,,0.5567,0.6889000000000001,0.3974,0.3487,0.4745,0.2661,0.4975,0.3427,0.4466
2011-09-01,8.35,,0.5597,0.6805,0.348,0.3191,0.4353,0.2681,0.4767,0.3128,0.425
2011-09-02,8.22,,0.5843,0.6825,0.4106,0.3146,0.4285,0.2847,0.476,0.3083,0.4362
2011-09-03,8.44,,0.5735,0.5019,0.3843,0.3206,0.4353,0.2775,0.4863,0.315,0.4118
2011-09-04,8.53,,0.5575,0.5044000000000001,0.354,0.3227,0.4371,0.267,0.4792,0.3176,0.4049
2011-09-05,8.17,,0.5141,0.5147,0.3734,0.3114,0.4214,0.2395,0.4696,0.3062,0.3938
2011-09-06,7.62,,0.4501,0.52,0.3355,0.2936,0.397,0.202,0.4476,0.288,0.3667
2011-09-07,6.73,,0.4802,0.5287000000000001,0.3186,0.2621,0.355,0.2193,0.4187,0.2559,0.3548
2011-09-08,7.5451,,0.4364,0.5358,0.2846,0.2904,0.3904,0.1945,0.4292,0.2849,0.3558
2011-09-09,6.8,,0.2093,0.5404,0.2528,0.2643,0.3549,0.0846,0.4093,0.2578,0.2967
2011-09-10,5.31,,0.1647,0.5369,0.199,0.2023,0.2728,0.0658,0.331,0.1947,0.2459
2011-09-11,5.03,,0.3752,0.6593,0.2385,0.1885,0.2535,0.1628,0.3169,0.1797,0.2968
2011-09-12,6.06,,0.4056,0.6613,0.2654,0.235,0.3123,0.178,0.3716,0.2273,0.3321
2011-09-13,6.04,,0.3725,0.667,0.2694,0.234,0.3095,0.1615,0.3811,0.2259,0.3276
2011-09-14,5.79,,0.3462,0.6576000000000001,0.2664,0.2232,0.294,0.1488,0.3672,0.2148,0.3148
2011-09-15,5.9266,,0.2326,0.6542,0.2459,0.229,0.2998,0.0983,0.3568,0.221,0.2922
2011-09-16,4.97,,0.2282,0.6553,0.17,0.1848,0.2408,0.0966,0.3189,0.176,0.2588
2011-09-17,4.81,,0.2187,0.6553,0.1985,0.1765,0.2284,0.0925,0.3162,0.1677,0.2567
2011-09-18,4.77,,0.298,0.5033,0.2675,0.1743,0.2239,0.1265,0.3123,0.1658,0.259
2011-09-19,5.11,,0.3408,0.4976,0.222,0.1915,0.2446,0.1461,0.336,0.1836,0.2703
2011-09-20,5.26,,0.42,0.4901,0.2768,0.1985,0.2523,0.1853,0.349,0.1909,0.2954
2011-09-21,6.1,,0.3524,0.486,0.2621,0.2356,0.2988,0.1515,0.3765,0.2289,0.299
2011-09-22,5.62,,0.3368,0.4846,0.2592,0.2149,0.2704,0.1441,0.3507,0.2081,0.2836
2011-09-23,5.7255,,0.3498,0.4908,0.234,0.2194,0.2747,0.1502,0.344,0.2128,0.2845
2011-09-24,5.59,,0.3354,0.4909,0.2199,0.2133,0.2652,0.1433,0.3473,0.2069,0.2778
2011-09-25,5.41,,0.3231,0.4997,0.2298,0.2049,0.2528,0.1377,0.3413,0.1985,0.2735
2011-09-26,5.32,,0.2482,0.4977,0.1984,0.2007,0.2455,0.1042,0.3346,0.1944,0.253
2011-09-27,4.95,,0.2555,0.4954,0.1979,0.1825,0.2203,0.1073,0.3094,0.1761,0.2431
2011-09-28,4.84,,0.2298,0.4689,0.2162,0.1768,0.2112,0.0962,0.3106,0.1706,0.235
2011-09-29,4.74,,0.2329,0.4619,0.1725,0.1716,0.2026,0.0974,0.3016,0.1655,0.2258
2011-09-30,4.9015,,0.2958,0.4615,0.1855,0.1799,0.2118,0.1248,0.3015,0.1741,0.2419
2011-10-01,5.01,,0.2794,0.465,0.2221,0.1853,0.2172,0.1174,0.3202,0.1798,0.2483
2011-10-02,5.05,,0.2761,0.4522,0.1748,0.1873,0.2181,0.1159,0.3136,0.1819,0.24
2011-10-03,4.98,,0.2795,0.4533,0.2242,0.1837,0.2118,0.1173,0.3112,0.1786,0.245
2011-10-04,4.94,,0.2691,0.4516,0.1501,0.1816,0.2074,0.1126,0.3111,0.1767,0.2325
2011-10-05,4.9,,0.2575,0.4521,0.2157,0.1795,0.203,0.1074,0.3067,0.1748,0.2371
2011-10-06,4.86,,0.2301,0.4712,0.1725,0.1775,0.1986,0.0954,0.302,0.1721,0.2274
2011-10-07,4.68,,0.1387,0.4727,0.1651,0.168,0.1845,0.0581,0.2926,0.1627,0.2053
2011-10-08,4.3471,,0.0677,0.4665,0.1051,0.1495,0.1586,0.0309,0.2649,0.1441,0.1734
2011-10-09,4.03,,0.1028,0.4687,0.1311,0.1305,0.132,0.044,0.2452,0.125,0.1724
2011-10-10,4.19,,0.0946,0.4687,0.1195,0.1404,0.143,0.0407,0.253,0.1351,0.1744
2011-10-11,4.1,,0.0808,0.4726,0.0388,0.135,0.1342,0.0357,0.2499,0.1297,0.1596
2011-10-12,3.95,,0.1218,0.4755,0.1182,0.1257,0.1202,0.0513,0.2448,0.1204,0.1722
2011-10-13,4.07,,0.091,0.466,0.0515,0.1333,0.1283,0.0393,0.2543,0.1282,0.1615
2011-10-14,4.08,,0.0798,0.4549,0.1454,0.134,0.1273,0.0351,0.2452,0.129,0.1688
2011-10-15,4.1454,,0.0407,0.4533,0.1247,0.1381,0.1308,0.0204,0.2411,0.1333,0.1603
2011-10-16,3.89,,0.0,0.4508,0.0754,0.1222,0.1082,0.0,0.2302,0.1172,0.138
2011-10-17,3.64,,0.0,0.4519,0.0,0.1057,0.0846,0.0,0.2133,0.1003,0.1195
2011-10-18,2.85,,0.0,0.4439,0.0,0.0443,0.0025,0.0,0.1236,0.0383,0.0816
2011-10-19,2.62,,0.0,0.4375,0.0,0.0234,0.0,0.0,0.1063,0.0171,0.073
2011-10-20,2.28,,0.0,0.433,0.0,0.0,0.0,0.0,0.0824,0.0,0.0644
2011-10-21,2.31,,0.0,0.4225,0.0,0.0,0.0,0.0,0.0982,0.0,0.0651
2011-10-22,2.54,,0.0,0.4318,0.0,0.0163,0.0,0.0,0.121,0.01,0.0724
2011-10-23,3.0099,,0.0,0.4314,0.0102,0.0593,0.0116,0.0,0.1751,0.0534,0.0926
2011-10-24,3.08,,0.0,0.4125,0.0,0.0654,0.0174,0.0,0.174,0.0595,0.0911
2011-10-25,2.81,,0.0,0.412,0.0263,0.0424,0.0,0.0,0.1146,0.0365,0.079
2011-10-26,2.74,,0.0,0.4143,0.0,0.0363,0.0,0.0,0.1421,0.0303,0.0779
2011-10-27,2.75,,0.0,0.4155,0.0,0.0374,0.0,0.0,0.1393,0.0314,0.078
2011-10-28,2.92,,0.0,0.4262,0.004,0.0527,0.0,0.0,0.1634,0.0469,0.0867
2011-10-29,3.11,,0.0,0.4311,0.0552,0.0687,0.0117,0.0047,0.1743,0.0632,0.1011
2011-10-30,3.4104,,0.0,0.4225,0.0252,0.0922,0.0403,0.0,0.2045,0.0867,0.1089
2011-10-31,3.38,,0.0,0.4189,0.0706,0.0901,0.0356,0.0,0.1796,0.0847,0.1099
2011-11-01,3.19,,0.0,0.4183,0.0992,0.0756,0.0148,0.0,0.1797,0.0702,0.1072
2011-11-02,3.19,,0.0,0.413,0.1132,0.0758,0.013,0.0,0.1713,0.0705,0.1071
2011-11-03,3.23,,0.0,0.4125,0.0486,0.0791,0.0154,0.0,0.1778,0.0737,0.1009
2011-11-04,3.21,,0.0,0.4059,0.0883,0.0777,0.0116,0.0,0.1701,0.0723,0.1032
2011-11-05,3.13,,0.0,0.3922,0.0734,0.0715,0.0015,0.0,0.1655,0.0662,0.0963
2011-11-06,3.01,,0.0,0.3914,0.068,0.0618,0.0,0.0,0.1525,0.0566,0.0913
2011-11-07,2.971,,0.0,0.3939,0.049,0.0587,0.0,0.0,0.1507,0.0535,0.0882
2011-11-08,3.0,,0.0,0.3932,0.0853,0.0614,0.0,0.0,0.1551,0.0562,0.0939
2011-11-09,3.09,,0.0,0.4366,0.0935,0.069,0.0,0.0,0.158,0.0629,0.1025
2011-11-10,3.0,,0.0,0.44,0.0511,0.0618,0.0,0.0,0.1453,0.0554,0.0942
2011-11-11,2.87,,0.0,0.4415,0.024,0.0507,0.0,0.0,0.139,0.0444,0.0875
2011-11-12,2.97,,0.0,0.4415,0.0701,0.0596,0.0,0.0,0.1575,0.0531,0.0977
2011-11-13,3.06,,0.0,0.4427,0.0681,0.0673,0.0,0.0,0.1533,0.061,0.0991
2011-11-14,3.0812,,0.0,0.4352,0.0,0.0693,0.0,0.0,0.1493,0.0628,0.0896
2011-11-15,2.51,,0.0,0.4352,0.0362,0.0178,0.0,0.0,0.0702,0.0108,0.0713
2011-11-16,2.3,,0.0,0.5394,0.0063,0.0,0.0,0.0,0.0814,0.0,0.0784
2011-11-17,2.46,,0.0,0.5311,0.0,0.0132,0.0,0.0,0.1056,0.0026,0.0816
2011-11-18,2.23,,0.0,0.5244,0.0,0.0,0.0,0.0,0.0756,0.0,0.075
2011-11-19,2.14,,0.0,0.5252,0.0,0.0,0.0,0.0,0.054,0.0,0.0724
2011-11-20,2.17,,0.0,0.5257000000000001,0.0,0.0,0.0,0.0,0.0659,0.0,0.074
2011-11-21,2.28,,0.0,0.5291,0.0,0.0,0.0,0.0,0.0655,0.0,0.0743
2011-11-22,2.3544,,0.0,0.5319,0.0,0.0034,0.0,0.0,0.0744,0.0,0.0762
2011-11-23,2.31,,0.0,0.5041,0.0,0.0,0.0,0.0,0.0791,0.0,0.0729
2011-11-24,2.32,,0.0,0.5096,0.0,0.0002,0.0,0.0,0.0798,0.0,0.0737
2011-11-25,2.42,,0.0,0.5067,0.0,0.0111,0.0,0.0,0.0916,0.0,0.0762
2011-11-26,2.47,,0.0,0.51,0.0,0.0165,0.0,0.0,0.0976,0.0049,0.0786
2011-11-27,2.48,,0.0,0.5087,0.0,0.0178,0.0,0.0,0.0946,0.0062,0.0784
2011-11-28,2.46,,0.0,0.5151,0.0,0.016,0.0,0.0,0.095,0.004,0.0788
2011-11-29,2.5251,,0.0,0.5241,0.0314,0.0228,0.0,0.0,0.1015,0.0106,0.0863
2011-11-30,2.79,,0.0,0.5328,0.0948,0.0482,0.0,0.0068,0.123,0.0361,0.1052
2011-12-01,2.91,,0.0,0.537,0.1368,0.0591,0.0,0.0191,0.1422,0.047,0.1177
2011-12-02,3.05,,0.0,0.5376000000000001,0.0778,0.0711,0.0,0.0208,0.1521,0.0593,0.1148
2011-12-03,3.1,,0.0,0.5267000000000001,0.061,0.0755,0.0,0.0,0.1533,0.0638,0.11
2011-12-04,2.93,,0.0,0.528,0.0318,0.0614,0.0,0.0,0.126,0.0494,0.0996
2011-12-05,2.75,,0.0,0.5201,0.0778,0.0455,0.0,0.0,0.1272,0.0333,0.1005
2011-12-06,2.87,,0.0,0.5227,0.1131,0.0565,0.0,0.013,0.1321,0.0444,0.1102
2011-12-07,2.9646,,0.0,0.5223,0.0505,0.0648,0.0,0.0114,0.1454,0.0528,0.1059
2011-12-08,3.0,,0.0,0.5175000000000001,0.098,0.068,0.0,0.0117,0.1415,0.0558,0.1116
2011-12-09,2.95,,0.0,0.5156000000000001,0.0644,0.0639,0.0,0.0075,0.1418,0.0518,0.1056
2011-12-10,2.99,,0.0,0.5161,0.0687,0.0675,0.0,0.0201,0.1382,0.0555,0.1083
2011-12-11,3.04,,0.0559,0.5215000000000001,0.0988,0.0719,0.0,0.0386,0.1479,0.0596,0.1243
2011-12-12,3.2,,0.0352,0.5219,0.044,0.085,0.0,0.0315,0.1628,0.073,0.1192
2011-12-13,3.18,,0.0532,0.5182,0.0589,0.0836,0.0,0.0371,0.1573,0.0716,0.1225
2011-12-14,3.2691,,0.0262,0.5088,0.0916,0.0907,0.0,0.0282,0.1613,0.0789,0.1232
2011-12-15,3.12,,0.0425,0.5085000000000001,0.01,0.079,0.0,0.0332,0.1537,0.0671,0.1118
2011-12-16,3.17,,0.0446,0.5074000000000001,0.0246,0.0832,0.0,0.0336,0.1574,0.0713,0.1152
2011-12-17,3.18,,0.0395,0.5032,0.0886,0.0841,0.0,0.0316,0.1575,0.0724,0.1221
2011-12-18,3.19,,0.0405,0.497,0.0772,0.0851,0.0,0.0316,0.1557,0.0734,0.1201
2011-12-19,3.2,,0.1403,0.5008,0.1311,0.086,0.0,0.0657,0.1553,0.074,0.1441
2011-12-20,3.41,,0.243,0.5136000000000001,0.1151,0.1022,0.0,0.1046,0.1814,0.09,0.1687
2011-12-21,3.97,,0.2279,0.5148,0.1394,0.1408,0.0006,0.0982,0.2115,0.1292,0.1828
2011-12-22,4.1773,,0.2303,0.5165000000000001,0.1381,0.1538,0.0159,0.099,0.2066,0.1424,0.1878
2011-12-23,3.79,,0.2374,0.5137,0.1288,0.1292,0.0,0.1016,0.2069,0.1176,0.1794
2011-12-24,3.9,,0.238,0.5164,0.1342,0.1365,0.0,0.1017,0.2087,0.1251,0.1826
2011-12-25,3.92,,0.2993,0.5219,0.2035,0.1378,0.0,0.1275,0.2081,0.1266,0.2031
2011-12-26,4.14,,0.2509,0.5186000000000001,0.192,0.1517,0.0061,0.1066,0.2268,0.1406,0.1992
2011-12-27,4.04,,0.2709,0.5081,0.1434,0.1456,0.0,0.1149,0.2109,0.1346,0.191
2011-12-28,4.02,,0.2927,0.5053,0.1687,0.1443,0.0,0.1242,0.2166,0.1334,0.1982
2011-12-29,4.14,,0.2859,0.504,0.1342,0.1518,0.001,0.121,0.2232,0.141,0.1953
2011-12-30,4.1712,,0.3118,0.503,0.1505,0.1537,0.0018,0.1324,0.2204,0.1431,0.2021
2011-12-31,4.19,,0.3796,0.5025000000000001,0.1914,0.1548,0.0016,0.1642,0.2284,0.1444,0.2209
2012-01-01,4.6,,0.4589,0.5206000000000001,0.2264,0.1785,0.0312,0.2052,0.2516,0.1677,0.255
2012-01-02,5.1,,0.4483,0.5252,0.2175,0.2046,0.0641,0.1995,0.282,0.194,0.2669
2012-01-03,5.21,,0.4017,0.5286000000000001,0.2129,0.21,0.0695,0.1751,0.2765,0.1995,0.2592
2012-01-04,4.95,,0.4913,0.5359,0.2321,0.1969,0.0507,0.2237,0.2579,0.1864,0.2719
2012-01-05,5.25,,0.6026,0.5575,0.2848,0.2115,0.0687,0.2952,0.2938,0.2011,0.3144
2012-01-06,6.6698,,0.5849,0.5676,0.3178,0.2722,0.1473,0.2837,0.3485,0.2622,0.348
2012-01-07,6.79,,0.5922000000000001,0.5719000000000001,0.3416,0.2765,0.1516,0.2891,0.3398,0.2667,0.3537
2012-01-08,6.72,,0.6124,0.5671,0.3194,0.2735,0.1465,0.3039,0.3432,0.2638,0.3537
2012-01-09,7.03,,0.5454,0.5670000000000001,0.2872,0.2848,0.16,0.2587,0.3537,0.2752,0.3415
2012-01-10,6.47,,0.5663,0.5710000000000001,0.2553,0.2634,0.1305,0.2726,0.3202,0.2536,0.3291
2012-01-11,6.4,,0.5937,0.5720000000000001,0.2918,0.2604,0.1252,0.2916,0.3293,0.2507,0.3393
2012-01-12,6.81,,0.5819,0.5657,0.29,0.276,0.1443,0.2841,0.3427,0.2655,0.3438
2012-01-13,6.74,,0.5546,0.5604,0.2481,0.2731,0.1392,0.2658,0.3371,0.2627,0.3301
2012-01-14,6.4322,,0.5791000000000001,0.5635,0.2792,0.2609,0.1219,0.2827,0.3232,0.2507,0.3326
2012-01-15,6.59,,0.6000000000000001,0.5619000000000001,0.269,0.2668,0.1284,0.2977,0.3347,0.2567,0.3394
2012-01-16,6.9,,0.5737,0.5544,0.3183,0.2783,0.1422,0.2794,0.3448,0.2684,0.3449
2012-01-17,6.83,,0.4661,0.551,0.2378,0.2756,0.1371,0.2111,0.3309,0.2656,0.3094
2012-01-18,6.04,,0.4997,0.5502,0.1955,0.2441,0.0941,0.2314,0.2812,0.2341,0.2913
2012-01-19,5.98,,0.5387000000000001,0.5587,0.2573,0.2413,0.0891,0.2564,0.2946,0.2313,0.3084
2012-01-20,6.18,,0.5548000000000001,0.5485,0.2553,0.2495,0.0985,0.2672,0.3121,0.2397,0.3157
2012-01-21,6.3985,,0.5253,0.5429,0.2746,0.2582,0.1086,0.248,0.319,0.2486,0.3156
2012-01-22,6.29,,0.5365,0.5398000000000001,0.2279,0.2536,0.1011,0.2554,0.3046,0.2443,0.3079
2012-01-23,6.29,,0.5426,0.5391,0.2918,0.2534,0.0995,0.2596,0.309,0.2443,0.3174
2012-01-24,6.29,,0.5331,0.5388000000000001,0.2313,0.2532,0.0979,0.2534,0.3113,0.2443,0.3079
2012-01-25,6.3,,0.4866,0.5359,0.2269,0.2535,0.0967,0.2241,0.3062,0.2447,0.2968
2012-01-26,5.88,,0.4363,0.5231,0.1853,0.2358,0.0719,0.1941,0.2847,0.2269,0.2698
2012-01-27,5.59,,0.4292,0.5137,0.1874,0.2228,0.0532,0.19,0.2627,0.2141,0.2591
2012-01-28,5.29,,0.4728,0.5135000000000001,0.2125,0.2086,0.0329,0.2156,0.2589,0.2,0.2644
2012-01-29,5.6507,,0.4412,0.5096,0.2375,0.2254,0.0535,0.197,0.2757,0.2168,0.2696
2012-01-30,5.48,,0.4553,0.5051,0.2508,0.2174,0.0415,0.2053,0.262,0.2091,0.2683
2012-01-31,5.51,,0.4601,0.503,0.2143,0.2187,0.0417,0.2081,0.2669,0.2105,0.2654
2012-02-01,5.53,,0.5174,0.5059,0.2222,0.2195,0.0412,0.2437,0.2679,0.2114,0.2786
2012-02-02,5.82,,0.5192,0.5044000000000001,0.2559,0.2324,0.0568,0.245,0.2921,0.2244,0.2913
2012-02-03,6.03,,0.5041,0.5052,0.2468,0.2413,0.0671,0.2354,0.2924,0.2335,0.2907
2012-02-04,5.92,,0.4982,0.5062,0.2419,0.2365,0.0593,0.2318,0.2851,0.2288,0.286
2012-02-05,5.9691,,0.4746,0.4978,0.2034,0.2384,0.0604,0.2172,0.2818,0.2309,0.2756
2012-02-06,5.68,,0.4527,0.4928,0.201,0.2257,0.042,0.2039,0.2709,0.2183,0.2634
2012-02-07,5.55,,0.4739,0.4866,0.1919,0.2196,0.0325,0.2168,0.2608,0.2124,0.2618
2012-02-08,5.62,,0.469,0.4816,0.205,0.2227,0.0351,0.2138,0.2688,0.2157,0.264
2012-02-09,5.64,,0.493,0.4743,0.215,0.2235,0.0347,0.2288,0.2659,0.2167,0.269
2012-02-10,5.75,,0.5039,0.4718,0.2057,0.2283,0.0396,0.2357,0.2754,0.2215,0.2727
2012-02-11,5.87,,0.4669,0.4683,0.2127,0.2335,0.0449,0.2128,0.2793,0.2257,0.268
2012-02-12,5.7,,0.456,0.4659,0.222,0.2259,0.0333,0.2062,0.2634,0.2182,0.2614
2012-02-13,5.791,,0.4405,0.477,0.1736,0.2299,0.037,0.1968,0.2582,0.2213,0.2543
2012-02-14,5.34,,0.3161,0.4963,0.1266,0.2091,0.008,0.1286,0.249,0.1994,0.2166
2012-02-15,4.7,,0.2902,0.4866,0.1083,0.1765,0.0,0.1156,0.2009,0.1669,0.1931
2012-02-16,4.58,,0.2792,0.4866,0.1117,0.1699,0.0,0.1102,0.1907,0.1603,0.1886
2012-02-17,4.19,,0.3063,0.4811,0.1468,0.1472,0.0,0.1237,0.1857,0.1377,0.1911
2012-02-18,4.46,,0.2859,0.4772,0.1713,0.1632,0.0,0.1136,0.1938,0.1538,0.1948
2012-02-19,4.27,,0.3094,0.4761,0.1567,0.1521,0.0,0.1254,0.1857,0.1428,0.1935
2012-02-20,4.4118,,0.3056,0.4686,0.1214,0.1605,0.0,0.1233,0.1926,0.1513,0.1904
2012-02-21,4.37,,0.2971,0.4614,0.0953,0.158,0.0,0.1191,0.1906,0.149,0.1838
2012-02-22,4.31,,0.3174,0.4573,0.1594,0.1545,0.0,0.1293,0.187,0.1456,0.1938
2012-02-23,4.44,,0.4151,0.4447,0.2072,0.1621,0.0,0.1819,0.1929,0.1532,0.2196
2012-02-24,4.82,,0.4126,0.3941,0.1762,0.1831,0.0,0.1805,0.2278,0.1742,0.2186
